house_num,year,an_income,mon_expense,savings,debt
6,2015,999,999,999,999
7,2011,4500000,150000,0,0
7,2012,4500000,150000,0,0
7,2013,4500000,150000,0,0
7,2014,4500000,150000,0,0
7,2015,4500000,150000,0,0
8,2011,2000000,60000,0,1
8,2012,2000000,60000,0,1
8,2013,2000000,60000,0,1
8,2014,2000000,60000,0,1
8,2015,2000000,60000,0,1
9,2011,2500000,90000,0,1
9,2012,2500000,90000,0,1
9,2013,2500000,90000,0,1
9,2014,2500000,90000,0,1
9,2015,2500000,90000,0,1
10,2011,5000000,15000,0,0
10,2012,5000000,15000,0,0
10,2013,5000000,15000,0,0
10,2014,5000000,15000,0,0
10,2015,5000000,15000,0,0
19,2011,999,999,999,999
19,2012,999,999,999,999
19,2013,999,999,999,999
19,2014,999,999,999,999
19,2015,999,999,999,999
20,2011,999,999,999,999
20,2012,999,999,999,999
20,2013,999,999,999,999
20,2014,999,999,999,999
20,2015,999,999,999,999
21,2011,999,999,999,999
21,2012,999,999,999,999
21,2013,999,999,999,999
21,2014,999,999,999,999
21,2015,999,999,999,999
22,2011,999,999,999,999
22,2012,999,999,999,999
22,2013,999,999,999,999
22,2014,999,999,999,999
22,2015,999,999,999,999
29,2011,1000000,350000,999,0
29,2012,1000000,350000,999,0
29,2013,1000000,350000,999,0
29,2014,1000000,350000,999,0
29,2015,1000000,350000,999,0
29,2011,1274000,52500,0,0
29,2012,1490000,52500,0,0
29,2013,1560000,52500,0,0
29,2014,1560000,62000,0,1
29,2015,1640000,62000,0,1
30,2011,3000000,100000,0,1
30,2012,3000000,100000,0,1
30,2013,3000000,100000,0,1
30,2014,3000000,100000,0,1
30,2015,3000000,100000,0,1
30,2011,288000,68000,0,1
30,2012,360000,60000,0,0
30,2013,570000,52000,0,1
30,2014,1655000,52000,0,0
30,2015,1652000,52000,0,1
31,2011,4000000,200000,0,0
31,2012,4000000,200000,0,0
31,2013,4000000,200000,0,0
31,2014,4000000,200000,0,0
31,2015,4000000,200000,0,1
31,2011,1355000,"60,000",0,1
31,2012,1535000,"60,000",0,1
31,2013,1755000,"70,000",0,1
31,2014,2525000,"70,000",0,1
31,2015,1980000,"79,800",0,1
32,2011,1000000,50000,0,0
32,2012,1000000,50000,0,0
32,2013,1000000,50000,0,0
32,2014,1000000,50000,0,1
32,2015,1000000,50000,0,1
58,2011,6000000,120000,1,0
58,2012,6000000,120000,1,0
58,2013,6000000,120000,1,0
58,2014,6000000,120000,1,0
58,2015,6000000,120000,1,0
59,2011,900000,200000,0,1
59,2012,810000,300000,0,1
59,2013,1120000,200000,0,1
59,2014,1750000,200000,0,1
59,2015,1860000,150000,0,1
60,2011,520000,83000,0,1
60,2012,530000,83000,0,1
60,2013,640000,83000,0,1
60,2014,620000,83000,0,1
60,2015,500000,420000,0,1
61,2011,4000000,80000,0,1
61,2012,4000000,80000,0,1
61,2013,3000000,80000,0,1
61,2014,4000000,80000,0,1
61,2015,5000000,83000,0,1
106,2011,2500000,150000,1,0
106,2012,2500000,150000,1,0
106,2013,2500000,150000,1,0
106,2014,2500000,150000,0,1
106,2015,2500000,150000,0,0
107,2011,1500000,250000,0,0
107,2012,1500000,250000,0,0
107,2013,1500000,250000,0,0
107,2014,1500000,250000,0,0
107,2015,1500000,250000,0,0
107,2011,3000000,150000,0,1
107,2012,3000000,150000,0,1
107,2013,3000000,150000,1,1
107,2014,3000000,150000,1,1
107,2015,3000000,150000,1,1
108,2011,200000,9000,0,0
108,2012,200000,9000,0,0
108,2013,200000,9000,0,0
108,2014,200000,9000,0,0
108,2015,200000,9000,0,0
108,2011,2300000,200000,1,1
108,2012,2300000,200000,1,1
108,2013,2300000,200000,1,1
108,2014,2300000,200000,1,1
108,2015,2300000,200000,1,1
196,2011,5000000,300000,0,1
196,2012,5000000,300000,0,1
196,2013,5000000,300000,0,1
196,2014,5000000,300000,0,1
196,2015,5000000,300000,0,1
197,2011,10500000,290000,0,0
197,2012,10500000,290000,0,1
197,2013,10500000,290000,0,1
197,2014,8000000,290000,0,1
197,2015,8000000,290000,0,1
198,2011,3000000,150000,0,1
198,2012,3000000,150000,0,1
198,2013,3000000,150000,0,1
198,2014,3000000,150000,0,1
198,2015,5000000,150000,0,1
199,2011,6000000,150000,1,0
199,2012,6000000,150000,1,0
199,2013,6000000,150000,1,0
199,2014,6000000,150000,1,0
199,2015,6500000,150000,1,0
229,2011,1700000,20000,0,0
229,2012,1700000,20000,0,0
229,2013,1700000,20000,0,0
229,2014,1700000,20000,0,0
229,2015,1500000,20000,0,0
230,2011,2000000,183000,1,0
230,2012,2000000,183000,1,0
230,2013,2000000,183000,1,0
230,2014,2200000,183000,1,0
230,2015,3200000,183000,1,0
231,2011,1600000,180000,0,1
231,2012,1800000,180000,0,1
231,2013,1800000,180000,0,1
231,2014,1400000,180000,0,1
231,2015,2000000,180000,0,1
232,2011,50000,120000,0,1
232,2012,50000,120000,0,1
232,2013,50000,120000,0,1
232,2014,50000,120000,0,1
232,2015,50000,120000,0,1
238,2011,2000000,300000,0,1
238,2012,2000000,300000,0,1
238,2013,2000000,300000,0,1
238,2014,3000000,300000,0,1
238,2015,4000000,300000,0,1
239,2011,100000,5000,0,1
239,2012,100000,5000,0,1
239,2013,100000,5000,0,1
239,2014,100000,5000,0,1
239,2015,250000,5000,0,1
241,2011,2500000,300000,0,0
241,2012,3000000,300000,0,0
241,2013,4000000,300000,0,0
241,2014,4500000,300000,0,0
241,2015,5000000,300000,0,0
242,2011,999,200000,0,0
242,2012,999,200000,0,0
242,2013,999,200000,0,0
242,2014,999,200000,0,0
242,2015,999,200000,0,0
244,2011,700000,100000,0,1
244,2012,700000,100000,0,1
244,2013,700000,100000,0,1
244,2014,1800000,100000,0,1
244,2015,1800000,100000,0,1
260,2011,2000000,200000,1,0
260,2012,3000000,200000,1,0
260,2013,3000000,200000,1,0
260,2014,3000000,200000,1,0
260,2015,3000000,200000,1,0
261,2011,5000000,200000,1,1
261,2012,5000000,200000,1,1
261,2013,5000000,200000,1,1
261,2014,5000000,200000,1,1
261,2015,5000000,200000,1,1
262,2011,1200000,60000,0,1
262,2012,1200000,60000,0,1
262,2013,1200000,60000,0,1
262,2014,1200000,60000,0,1
262,2015,1200000,60000,0,1
263,2011,900000,150000,0,1
263,2012,900000,150000,0,1
263,2013,900000,150000,0,1
263,2014,900000,150000,0,1
263,2015,900000,150000,0,1
309,2011,2000000,50000,0,1
309,2012,2500000,50000,0,1
309,2013,3000000,50000,0,1
309,2014,3000000,50000,0,1
309,2015,3600000,50000,0,1
413,2011,900000,250000,0,1
413,2012,900000,250000,0,1
413,2013,900000,250000,0,1
413,2014,1540000,250000,0,1
413,2015,2600000,250000,0,1
414,2011,2100000,140000,0,0
414,2012,2100000,140000,0,0
414,2013,2100000,140000,0,0
414,2014,3240000,140000,0,0
414,2015,4700000,140000,0,0
464,2011,999,150000,0,1
464,2012,999,150000,0,1
464,2013,999,150000,0,1
464,2014,999,150000,0,1
464,2015,999,150000,0,1
462,2011,2500000,200000,1,1
462,2012,2500000,200000,0,1
462,2013,2500000,200000,0,1
462,2014,2500000,200000,0,1
462,2015,2500000,200000,0,1
463,2011,999,300000,0,1
463,2012,999,300000,0,1
463,2013,999,300000,0,1
463,2014,999,300000,0,1
463,2015,999,300000,0,1
62,2011,400000,5000,0,1
62,2012,400000,5000,0,1
62,2013,400000,5000,0,1
62,2014,300000,5000,0,1
62,2015,500000,5000,0,1
63,2011,2300000,150000,0,1
63,2012,2300000,150000,0,1
63,2013,2300000,150000,0,1
63,2014,2000000,150000,0,1
63,2015,2300000,150000,0,1
64,2011,1000000,120000,0,0
64,2012,1000000,120000,0,0
64,2013,1000000,120000,0,0
64,2014,1000000,120000,0,0
64,2015,1000000,120000,0,0
65,2011,3500000,150000,1,1
65,2012,3500000,150000,1,1
65,2013,3500000,150000,1,1
65,2014,3500000,150000,1,1
65,2015,3500000,150000,1,1
68,2011,999,999,999,999
68,2012,999,999,999,999
68,2013,999,999,999,999
68,2014,999,999,999,999
68,2015,999,999,999,999
69,2011,999,999,999,999
69,2012,999,999,999,999
69,2013,999,999,999,999
69,2014,999,999,999,999
69,2015,999,999,999,999
70,2011,999,999,999,999
70,2012,999,999,999,999
70,2013,999,999,999,999
70,2014,999,999,999,999
70,2015,999,999,999,999
71,2011,999,999,999,999
71,2012,999,999,999,999
71,2013,999,999,999,999
71,2014,999,999,999,999
71,2015,999,999,999,999
72,2011,999,200000,0,1
72,2012,999,200000,0,1
72,2013,999,200000,0,1
72,2014,999,200000,0,1
72,2015,999,200000,0,1
73,2011,780000,90000,0,1
73,2012,780000,90000,0,1
73,2013,780000,90000,0,1
73,2014,780000,90000,0,1
73,2015,780000,90000,0,1
109,2011,1300000,150000,0,0
109,2012,1300000,150000,0,0
109,2013,1300000,150000,0,0
109,2014,1300000,150000,0,0
109,2015,1300000,150000,0,0
109,2011,999,150000,0,1
109,2012,999,150000,0,1
109,2013,999,150000,0,1
109,2014,999,150000,0,1
109,2015,1800000,150000,0,1
110,2011,5000000,42000,0,1
110,2012,5000000,42000,0,1
110,2013,5000000,42000,0,1
110,2014,5000000,42000,0,1
110,2015,5000000,42000,0,1
111,2011,7000000,50000,0,1
111,2012,7000000,50000,0,1
111,2013,7000000,60000,0,1
111,2014,7000000,60000,0,1
111,2015,7500000,60000,0,1
112,2011,500000,65000,0,1
112,2012,500000,65000,0,1
112,2013,500000,65000,0,1
112,2014,500000,65000,0,1
112,2015,500000,65000,0,1
113,2011,0,12000,0,0
113,2012,0,12000,0,0
113,2013,0,12000,0,0
113,2014,0,12000,0,0
113,2015,0,12000,0,0
114,2011,700000,25000,1,1
114,2012,800000,25000,1,1
114,2013,1000000,25000,1,1
114,2014,1000000,33000,1,1
114,2015,1200000,42000,1,1
115,2011,4000000,203500,1,1
115,2012,4000000,203500,1,1
115,2013,4000000,203500,1,1
115,2014,2800000,203500,1,1
115,2015,4000000,203500,1,1
116,2011,9500000,153000,1,1
116,2012,9500000,153000,1,1
116,2013,9500000,153000,1,1
116,2014,9500000,153000,1,1
116,2015,4400000,153000,1,1
200,2011,4500000,120000,0,1
200,2012,4500000,120000,0,1
200,2013,4500000,120000,0,1
200,2014,4500000,120000,0,1
200,2015,4500000,120000,0,1
201,2011,4500000,60000,0,1
201,2012,4500000,60000,0,1
201,2013,4500000,60000,0,1
201,2014,4500000,60000,0,1
201,2015,4500000,60000,0,1
202,2011,1080000,90000,0,1
202,2012,1080000,90000,0,1
202,2013,1080000,90000,0,1
202,2014,1080000,90000,0,1
202,2015,1080000,90000,0,1
203,2011,2250000,120000,0,1
203,2012,2250000,120000,0,1
203,2013,2250000,120000,0,1
203,2014,2500000,120000,1,1
203,2015,2000000,120000,1,1
204,2011,1500000,90000,0,0
204,2012,1500000,90000,0,0
204,2013,1500000,90000,0,0
204,2014,1500000,90000,0,0
204,2015,1500000,90000,0,0
205,2011,1000000,90000,0,0
205,2012,1000000,90000,0,0
205,2013,1000000,90000,0,0
205,2014,1000000,90000,0,0
205,2015,1000000,90000,0,0
250,2011,920000,400000,0,1
250,2012,920000,400000,0,1
250,2013,920000,400000,0,1
250,2014,920000,400000,0,1
250,2015,920000,400000,0,1
251,2011,500000,100000,0,1
251,2012,500000,100000,0,1
251,2013,500000,100000,0,1
251,2014,500000,100000,0,1
251,2015,500000,100000,0,1
252,2011,4600000,400000,0,1
252,2012,4600000,400000,0,1
252,2013,4600000,400000,0,1
252,2014,4600000,400000,0,1
252,2015,4600000,400000,0,1
253,2011,3100000,400000,0,1
253,2012,3100000,400000,0,1
253,2013,3100000,400000,0,1
253,2014,3100000,400000,0,1
253,2015,3100000,400000,0,1
254,2011,4300000,500000,0,1
254,2012,4300000,500000,0,1
254,2013,4300000,500000,0,1
254,2014,4300000,500000,0,1
254,2015,4300000,500000,0,1
331,2011,600000,100000,0,0
331,2012,600000,100000,0,0
331,2013,600000,100000,0,0
331,2014,600000,100000,0,1
331,2015,600000,100000,0,1
332,2011,1000000,80000,0,0
332,2012,1000000,80000,0,0
332,2013,1000000,80000,0,0
332,2014,1000000,80000,0,0
332,2015,1000000,80000,0,0
369,2011,999,250000,1,1
369,2012,999,250000,1,1
369,2013,999,250000,1,1
369,2014,2060000,250000,1,1
369,2015,999,250000,1,1
381,2011,2100000,150000,0,1
381,2012,2100000,150000,0,1
381,2013,2100000,150000,0,1
381,2014,2100000,150000,0,1
381,2015,2100000,150000,0,1
382,2011,1100000,100000,0,0
382,2012,1100000,100000,0,0
382,2013,1100000,100000,0,0
382,2014,1100000,100000,0,0
382,2015,1100000,100000,0,0
390,,999,999,999,999
443,2011,8000000,210000,1,0
443,2012,8000000,210000,1,0
443,2013,8000000,210000,1,0
443,2014,8000000,210000,1,0
443,2015,8000000,210000,1,0
445,2011,1100000,90000,0,0
445,2012,1100000,90000,0,0
445,2013,1100000,90000,0,0
445,2014,1100000,90000,0,0
445,2015,1100000,90000,0,0
42,2011,999,120000,100000,0
42,2012,999,120000,100000,0
42,2013,999,120000,100000,0
42,2014,999,120000,100000,0
42,2015,999,120000,100000,0
43,2011,999,999,0,0
43,2012,999,999,0,0
43,2013,999,999,0,0
43,2014,999,999,0,0
43,2015,999,999,0,0
44,2011,1000000,180000,0,1
44,2012,1000000,180000,0,1
44,2013,1000000,180000,0,1
44,2014,1000000,180000,0,1
44,2015,1000000,180000,0,1
45,2011,1000000,100000,0,1
45,2012,1000000,100000,0,1
45,2013,1000000,100000,0,1
45,2014,1000000,100000,0,1
45,2015,1000000,100000,0,1
45,2011,900000,150000,0,1
45,2012,900000,150000,0,1
45,2013,1500000,150000,0,1
45,2014,1500000,150000,0,1
45,2015,1500000,150000,0,1
46,2011,1500000,150000,0,1
46,2012,1500000,150000,0,1
46,2013,1500000,150000,0,1
46,2014,1500000,150000,0,1
46,2015,1500000,150000,0,1
46,2011,1100000,150000,1,1
46,2012,1000000,150000,1,1
46,2013,1200000,150000,1,1
46,2014,1300000,150000,1,1
46,2015,1500000,180000,1,1
47,2011,1700000,200000,0,1
47,2012,1700000,200000,0,1
47,2013,1700000,200000,0,1
47,2014,1700000,200000,0,1
47,2015,1700000,200000,0,1
47,2011,999,120000,0,1
47,2012,600000,120000,0,1
47,2013,1500000,120000,0,1
47,2014,2000000,120000,0,1
47,2015,2000000,120000,0,1
48,2011,1000000,50000,0,1
48,2012,1000000,50000,0,1
48,2013,1000000,50000,0,1
48,2014,1000000,50000,0,1
48,2015,1000000,50000,0,1
48,2011,700000,60000,0,1
48,2012,700000,60000,0,1
48,2013,700000,60000,0,1
48,2014,600000,60000,0,1
48,2015,700000,60000,0,1
49,2011,1000000,300000,0,1
49,2012,1000000,300000,0,1
49,2013,1000000,300000,0,1
49,2014,1000000,300000,0,1
49,2015,1000000,300000,0,1
54,2011,700000,80000,1,0
54,2012,1500000,80000,1,0
54,2013,700000,80000,1,0
54,2014,700000,80000,1,0
54,2015,700000,80000,1,0
55,2011,999,999,999,999
55,2012,999,999,999,999
55,2013,999,999,999,999
55,2014,999,999,999,999
55,2015,999,999,999,999
56,2011,999,999,999,999
56,2012,999,999,999,999
56,2013,999,999,999,999
56,2014,999,999,999,999
56,2015,999,999,999,999
57,2011,3800000,150000,1,0
57,2012,3800000,150000,1,0
57,2013,3800000,150000,1,0
57,2014,3800000,150000,1,0
57,2015,3800000,150000,1,0
256,2011,3000000,200000,0,0
256,2012,3000000,200000,0,0
256,2013,3000000,400000,0,1
256,2014,3000000,400000,0,1
256,2015,3000000,400000,0,1
257,2011,2000000,150000,0,1
257,2012,2000000,150000,0,1
257,2013,2000000,150000,0,1
257,2014,2000000,350000,0,1
257,2015,2000000,350000,0,1
258,2011,1000000,100000,0,0
258,2012,1000000,100000,0,0
258,2013,1000000,100000,0,0
258,2014,1000000,100000,0,0
258,2015,1000000,100000,0,0
259,2011,700000,60000,0,1
259,2012,700000,60000,0,1
259,2013,700000,60000,0,1
259,2014,700000,60000,0,1
259,2015,700000,60000,0,1
320,2011,2500000,150000,0,1
320,2012,2500000,150000,0,1
320,2013,2500000,150000,0,1
320,2014,2500000,150000,0,1
320,2015,2500000,150000,0,1
321,2011,500000,120000,0,1
321,2012,500000,120000,0,1
321,2013,500000,120000,0,1
321,2014,500000,120000,0,1
321,2015,500000,120000,0,1
322,2011,1000000,150000,0,1
322,2012,1000000,150000,0,1
322,2013,1000000,150000,0,1
322,2014,1000000,150000,0,1
322,2015,1000000,150000,0,1
323,2011,2000000,120000,0,1
323,2012,2000000,120000,0,1
323,2013,2000000,120000,0,1
323,2014,2000000,120000,0,1
323,2015,2000000,120000,0,1
324,2011,999,75000,0,0
324,2012,999,75000,0,0
324,2013,999,75000,0,0
324,2014,999,75000,0,0
324,2015,999,75000,0,0
325,2011,1000000,150000,0,1
325,2012,1000000,150000,0,1
325,2013,1000000,150000,0,1
325,2014,1000000,150000,0,1
325,2015,1000000,150000,0,1
330,2011,2000000,150000,1,0
330,2012,2000000,150000,1,0
330,2013,2000000,150000,1,0
330,2014,2000000,150000,1,0
330,2015,2000000,150000,1,0
333,2011,300000,100000,0,1
333,2012,300000,100000,0,1
333,2013,300000,100000,0,1
333,2014,800000,100000,0,1
333,2015,1600000,100000,0,1
336,2011,500000,210000,0,1
336,2012,500000,210000,0,1
336,2013,500000,210000,0,1
336,2014,500000,210000,0,1
336,2015,500000,210000,0,1
361,2011,700000,156000,0,1
361,2012,800000,156000,0,1
361,2013,700000,156000,0,1
361,2014,700000,156000,0,1
361,2015,1200000,156000,0,1
362,2011,350000,19000,0,1
362,2012,350000,19000,0,1
362,2013,350000,19000,0,1
362,2014,350000,19000,0,1
362,2015,350000,19000,0,1
363,2011,300000,120000,0,1
363,2012,300000,120000,0,1
363,2013,300000,120000,0,1
363,2014,300000,120000,0,1
363,2015,300000,120000,0,1
364,2011,800000,210000,0,1
364,2012,700000,210000,0,1
364,2013,800000,210000,0,1
364,2014,700000,210000,0,1
364,2015,860000,210000,0,1
365,2011,900000,90000,0,1
365,2012,900000,90000,0,1
365,2013,900000,90000,0,1
365,2014,900000,90000,0,1
365,2015,900000,90000,0,1
371,2011,1000000,100000,0,1
371,2012,1000000,100000,0,1
371,2013,2000000,100000,0,1
371,2014,2000000,100000,0,1
371,2015,2000000,100000,0,1
372,2011,2000000,200000,0,1
372,2012,2000000,200000,0,1
372,2013,2000000,200000,0,1
372,2014,2000000,200000,0,1
372,2015,2000000,200000,0,1
373,2011,1000000,180000,0,1
373,2012,1000000,180000,0,1
373,2013,300000,180000,0,1
373,2014,1000000,180000,0,1
373,2015,1000000,180000,0,1
374,2011,1000000,150000,0,1
374,2012,1000000,150000,0,1
374,2013,1000000,150000,0,1
374,2014,1000000,150000,0,1
374,2015,1100000,150000,0,1
387,2011,3600000,24000,0,1
387,2012,3600000,24000,0,1
387,2013,3600000,24000,0,1
387,2014,3600000,24000,0,1
387,2015,3600000,24000,0,1
388,2011,600000,75000,0,1
388,2012,600000,75000,0,1
388,2013,600000,75000,0,1
388,2014,600000,75000,0,1
388,2015,600000,75000,0,1
408,2011,4600000,330000,0,1
408,2012,4600000,330000,0,1
408,2013,4600000,330000,0,1
408,2014,4600000,330000,0,1
408,2015,4600000,330000,0,1
410,2011,600000,120000,0,1
410,2012,600000,120000,0,1
410,2013,600000,120000,0,1
410,2014,600000,120000,0,1
410,2015,600000,120000,0,1
11,2011,"4,800,000","400,000",0,0
11,2012,"4,800,000","400,000",0,0
11,2013,"4,800,000","400,000",0,0
11,2014,"4,800,000","400,000",0,0
11,2015,"4,800,000","400,000",0,0
12,2011,"1,000,000","125,000",0,1
12,2012,"1,000,000","125,000",0,1
12,2013,"1,000,000","125,000",0,1
12,2014,"1,000,000","125,000",0,1
12,2015,"1,000,000","125,000",0,1
15,2011,999,999,999,999
15,2012,999,999,999,999
15,2013,999,999,999,999
15,2014,999,999,999,999
15,2015,999,999,999,999
16,2011,999,999,999,999
16,2012,999,999,999,999
16,2013,999,999,999,999
16,2014,999,999,999,999
16,2015,999,999,999,999
17,2011,999,999,999,999
17,2012,999,999,999,999
17,2013,999,999,999,999
17,2014,999,999,999,999
17,2015,999,999,999,999
18,2011,"1,770,000","300,000",1,1
18,2012,"1,940,000","300,000",1,1
18,2013,"2,260,000","300,000",1,1
18,2014,"7,560,000","300,000",1,1
18,2015,"5,520,000","300,000",1,1
121,2011,"4,500,000","300,000",0,1
121,2012,"4,500,000","300,000",0,1
121,2013,"4,500,000","300,000",0,1
121,2014,"4,500,000","300,000",0,1
121,2015,"4,500,000","300,000",0,1
122,2011,"14,700,000","2,000,000",0,1
122,2012,"14,700,000","2,000,000",0,1
122,2013,"14,700,000","2,000,000",0,1
122,2014,"14,700,000","2,000,000",0,1
122,2015,"14,700,000","2,000,000",0,1
123,2011,"1,500,000","100,000",0,1
123,2012,"1,500,000","100,000",0,1
123,2013,"1,500,000","100,000",0,1
123,2014,"1,500,000","100,000",0,1
123,2015,"1,500,000","100,000",0,1
124,2011,"6,000,000","450,000",1,0
124,2012,"9,500,000","450,000",1,0
124,2013,"9,500,000","450,000",1,0
124,2014,"9,000,000","450,000",1,0
124,2015,"10,000,000","450,000",1,0
125,2011,"600,000","3,000",0,1
125,2012,"600,000","3,000",0,1
125,2013,"600,000","3,000",0,1
125,2014,"600,000","3,000",0,1
125,2015,"600,000","3,000",0,1
126,2011,"1,500,000","150,000",0,1
126,2012,"1,500,000","150,000",0,1
126,2013,"1,500,000","150,000",0,1
126,2014,"1,500,000","150,000",0,1
126,2015,"1,500,000","150,000",0,1
130,2011,"3,500,000","100,000",0,1
130,2012,"3,500,000","100,000",0,1
130,2013,"3,500,000","100,000",0,1
130,2014,"3,500,000","100,000",0,1
130,2015,"3,500,000","100,000",0,1
131,2011,"4,000,000","600,000",0,0
131,2012,"4,000,000","600,000",0,0
131,2013,"4,000,000","600,000",0,0
131,2014,"4,500,000","600,000",0,1
131,2015,"5,000,000","600,000",0,1
132,2011,"1,925,000","155,000",0,1
132,2012,"1,925,000","155,000",0,1
132,2013,"1,925,000","139,000",0,1
132,2014,"2,050,000","139,000",0,1
132,2015,"2,110,000","139,000",0,1
133,2011,"6,250,000","56,000",0,1
133,2012,"5,250,000","56,000",0,1
133,2013,"4,750,000","56,000",0,1
133,2014,"2,750,000","56,000",0,1
133,2015,"2,710,000","87,000",0,1
143,2011,"5,300,000","300,000",0,0
143,2012,"5,300,000","300,000",0,0
143,2013,"5,300,000","300,000",0,0
143,2014,"5,300,000","300,000",0,0
143,2015,"5,300,000","300,000",0,0
144,2011,"11,000,000","1,800,000",0,0
144,2012,"11,000,000","1,800,000",0,0
144,2013,"11,000,000","1,800,000",0,0
144,2014,"11,000,000","1,800,000",0,0
144,2015,"11,000,000","1,800,000",0,0
144,2011,"4,000,000","150,000",0,1
144,2012,"4,000,000","150,000",0,1
144,2013,"4,000,000","150,000",0,1
144,2014,"4,000,000","150,000",0,1
144,2015,"4,000,000","150,000",0,1
145,2011,999,"240,000",0,1
145,2012,999,"240,000",0,1
145,2013,999,"240,000",0,1
145,2014,999,"240,000",0,1
145,2015,999,"240,000",0,1
146,2011,999,"120,000",0,0
146,2012,999,"120,000",0,0
146,2013,999,"120,000",0,0
146,2014,999,"120,000",0,0
146,2015,999,"120,000",0,0
146,2011,"1,200,000","100,000",0,0
146,2012,"1,200,000","100,000",0,0
146,2013,"1,200,000","100,000",0,0
146,2014,"1,200,000","100,000",0,0
146,2015,"1,200,000","100,000",0,0
149,2011,"200,000,000","1,000,000",0,1
149,2012,"200,000,000","1,000,000",0,1
149,2013,"200,000,000","5,000,000",0,1
149,2014,"200,000,000","5,000,000",0,1
149,2015,"200,000,000","5,000,000",0,1
150,2011,"100,000,000","5,000,000",0,0
150,2012,"100,000,000","5,000,000",0,0
150,2013,"100,000,000","5,000,000",0,0
150,2014,"200,000,000","10,000,000",0,1
150,2015,"200,000,000","10,000,000",0,1
151,2011,"15,000,000","2,000,000",0,1
151,2012,"15,000,000","2,000,000",0,1
151,2013,"15,000,000","2,000,000",0,1
151,2014,"30,000,000","4,000,000",0,1
151,2015,"30,000,000","4,000,000",0,1
152,2011,"25,000,000","3,000,000",0,0
152,2012,"25,000,000","3,000,000",0,0
152,2013,"25,000,000","3,000,000",0,0
152,2014,"25,000,000","3,000,000",0,0
152,2015,"25,000,000","3,000,000",0,0
218,2011,999,999,999,999
218,2012,999,999,999,999
218,2013,999,999,999,999
218,2014,999,999,999,999
218,2015,999,999,999,999
219,2011,"4,500,000","200,000",0,0
219,2012,"4,500,000","200,000",0,0
219,2013,"6,000,000","200,000",0,0
219,2014,"3,000,000","200,000",0,0
219,2015,"2,100,000","200,000",0,0
220,2011,"5,000,000","280,000",0,1
220,2012,"5,000,000","280,000",0,1
220,2013,"5,500,000","280,000",0,1
220,2014,"3,600,000","280,000",0,1
220,2015,"3,500,000","280,000",0,1
221,2011,"3,500,000","290,000",0,0
221,2012,"3,500,000","290,000",0,0
221,2013,"4,500,000","290,000",0,0
221,2014,"4,500,000","290,000",0,0
221,2015,"4,500,000","290,000",0,0
223,2011,"1,900,000","150,000",1,0
223,2012,"1,900,000","150,000",1,0
223,2013,"1,900,000","150,000",1,0
223,2014,"2,000,000","150,000",1,0
223,2015,"900,000","150,000",0,1
224,2011,"1,100,000","150,000",1,0
224,2012,"1,100,000","150,000",1,0
224,2013,"1,100,000","150,000",1,0
224,2014,"1,100,000","150,000",0,0
224,2015,"800,000","150,000",0,0
225,2011,"2,000,000","70,000",0,0
225,2012,"1,000,000","70,000",0,0
225,2013,"1,000,000","70,000",0,0
225,2014,"1,000,000","70,000",0,0
225,2015,"1,000,000","70,000",0,0
226,2011,"800,000","50,000",1,0
226,2012,"800,000","50,000",1,0
226,2013,"800,000","50,000",1,0
226,2014,"1,500,000","50,000",1,0
226,2015,"1,500,000","50,000",1,0
227,2011,"2,500,000","200,000",1,0
227,2012,"2,500,000","200,000",1,0
227,2013,"2,500,000","200,000",1,0
227,2014,"2,500,000","200,000",1,0
227,2015,"2,500,000","200,000",1,0
228,2011,"1,100,000","150,000",0,1
228,2012,"1,100,000","150,000",0,1
228,2013,"1,100,000","150,000",0,1
228,2014,"1,200,000","150,000",0,1
228,2015,"1,200,000","150,000",0,1
269,2011,"800,000","80,000",0,0
269,2012,"800,000","80,000",0,0
269,2013,"800,000","80,000",0,1
269,2014,"800,000","80,000",0,1
269,2015,"800,000","80,000",0,1
